name,img_link,description,description_url,short_description,type
SAKURA School Simulator,,,,Video game,"['SoftwareApplication', 'Thing', 'VideoGame']"
Online school,,"An online school teaches students entirely or primarily online or through the Internet. It has been defined as ""education that uses one or more technologies to deliver instruction to students who are separated from the instructor and to support regular and substantive interaction between the students.",https://en.wikipedia.org/wiki/Online_school,School type,['Thing']
Secondary school,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTtmbFX7F0tjWBqgr3AMHYOk_pT6a1MwXaPakDZy8_xAKvQXqBa,A secondary school or high school is an institution that provides secondary education and also usually includes the building where this takes place.,https://en.wikipedia.org/wiki/Secondary_school,School category,['Thing']
Killeen Independent School District,,"Killeen Independent School District is a public school district based in Killeen, Texas.
In addition to Killeen, the district serves the cities of Harker Heights and Nolanville as well as all students residing at Fort Cavazos.",https://en.wikipedia.org/wiki/Killeen_Independent_School_District,School district,"['Place', 'Thing', 'Organization']"
Yale University,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRZcR5_F7ySbjguO6BUFEhI8BuYE16HW2pDs-qcho2MFAgWP5XR,"Yale University is a private Ivy League research university in New Haven, Connecticut. Founded in 1701, Yale is the third-oldest institution of higher education in the United States, and one of the nine colonial colleges chartered before the American Revolution.",https://en.wikipedia.org/wiki/Yale_University,"Private university in New Haven, Connecticut","['Organization', 'TouristAttraction', 'MovieTheater', 'EducationalOrganization', 'CollegeOrUniversity', 'Corporation', 'Place', 'Thing']"
Phoenix,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS_ZGSvBdZtS93VZ6bynZmBAZjXQwaW9uHOKqANnErjifks6V8U,"The phoenix is an immortal bird that cyclically regenerates or is otherwise born again. While it is part of Greek mythology, it has analogs in many cultures such as Egyptian and Persian.",https://en.wikipedia.org/wiki/Phoenix_(mythology),,['Thing']
School of Rock,,"School of Rock is a 2003 comedy film directed by Richard Linklater, produced by Scott Rudin, and written by Mike White. The film stars Jack Black, Joan Cusack, Mike White, and Sarah Silverman.",https://en.wikipedia.org/wiki/School_of_Rock,2003 film,"['Thing', 'Movie']"
"School of Open Learning, University of Delhi",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSCn_v7rkuCrs2VE0pl4W-eZqToA8ZKliCWi3sxPuAqPXM3zfZD,"The University of Delhi-School of Open Learning is a constituent school of the University of Delhi. It was established in 1962, and offers programmes in humanities, sciences and commerce.",https://en.wikipedia.org/wiki/School_of_Open_Learning,"Open university in Delhi, India","['CollegeOrUniversity', 'Place', 'Thing', 'Organization', 'EducationalOrganization']"
School Spirits,,"School Spirits is an American supernatural teen drama television series created by Megan Trinrud and Nate Trinrud that premiered on Paramount+ on March 9, 2023.",https://en.wikipedia.org/wiki/School_Spirits_(2023_TV_series),Drama series,"['TVSeries', 'Thing']"
Book,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSdPHbHQ8BlOpytpyZt49SEXfKroT-FvmXdixWJnCZBGJFCRnaL,"A book is a medium for recording information in the form of writing or images. Books are typically composed of many pages, bound together and protected by a cover.",https://en.wikipedia.org/wiki/Book,,['Thing']
Bible,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQt_u7wnbTr0pjS4HcCHqNkL6S2B5SsmN5jzbBIbF2KYG82DJKf,"The Bible is a collection of religious texts or scriptures, some, all, or a variant of which, are held to be sacred in Christianity, Judaism, Samaritanism, Islam, the Baha'i Faith, and many other Abrahamic religions.",https://en.wikipedia.org/wiki/Bible,Religious text,"['Thing', 'Book']"
Bookcase,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRY062erTCaC_OSzkPEarhF-oqLenXDnxmjbHs0tGublkIRRej1,"A bookcase, or bookshelf, is a piece of furniture with horizontal shelves, often in a cabinet, used to store books or other printed materials. Bookcases are used in private homes, public and university libraries, offices, schools, and bookstores. Bookcases range from small, low models the height of a table to high models reaching up to ceiling height. Shelves may be fixed or adjustable to different positions in the case.",https://en.wikipedia.org/wiki/Bookcase,,['Thing']
Bookmaker,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSsunQ677qOanmMc6G25Ml7q580XBNkmCk-AeoaoQ6TbVQZ2dHF,"A bookmaker, bookie, or turf accountant is an organization or a person that accepts and pays out bets on sporting and other events at agreed-upon odds.",https://en.wikipedia.org/wiki/Bookmaker,,['Thing']
Booking.com,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTdrEoc12-V6MsNhwI6OCYluHU1U7iLZKpLlWCmkr2JGZwzOBct,"Booking.com is one of the largest online travel agencies. It is headquartered in Amsterdam, and is a subsidiary of Booking Holdings. In 2022, the company's mobile app was the most downloaded mobile app in the travel agency category.",https://en.wikipedia.org/wiki/Booking.com,,"['WebSite', 'Thing', 'SoftwareApplication']"
Dictionary,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSv3Np1ms7cwyOl82gGxRHyjgNh3u4me8ZEYu9M6UAkmd1mzMhG,"A dictionary is a listing of lexemes from the lexicon of one or more specific languages, often arranged alphabetically, which may include information on definitions, usage, etymologies, pronunciations, translation, etc.",https://en.wikipedia.org/wiki/Dictionary,,['Thing']
Book review,,"A book review is a form of literary criticism in which a book is merely described or analyzed based on content, style, and merit.
A book review may be a primary source, opinion piece, summary review or scholarly review.",https://en.wikipedia.org/wiki/Book_review,Literary genre,['Thing']
Bookmark,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQoPsT_KCNinC_wMehkyeieSAwZXIF5hpD8VZRIh5QpR7RSUkno,"A bookmark is a thin marking tool, commonly made of card, leather, or fabric, used to keep track of a reader's progress in a book and allow the reader to easily return to where the previous reading session ended.",https://en.wikipedia.org/wiki/Bookmark,,['Thing']
Blooket - Math puzzle games,,,,Video game,"['SoftwareApplication', 'Thing', 'VideoGame']"
Booktopia,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSIq9EJj1YKMMdAQ0mpgfT5oMpu-ppGrS--lzwj6EbBjTe5IAa2,"Booktopia Group Ltd is an Australian online bookseller Founded in 2004 by Nash, Steve Traurig, and Simon Nash in Sydney, Australia. The company also owns Angus &amp; Robertson, a major Australian online bookseller, publisher, and printer. In 2017, Booktopia launched Booktopia Publisher Services and In 2019, It launched a Booktopia's publishing business.",https://en.wikipedia.org/wiki/Booktopia,"Bookstore in Rhodes, Australia","['Organization', 'Thing', 'Corporation']"
Bookselling,,"Bookselling is the commercial trading of books which is the retail and distribution end of the publishing process.
People who engage in bookselling are called booksellers, bookdealers, bookpeople, bookmen, or bookwomen. The founding of libraries in c.",https://en.wikipedia.org/wiki/Bookselling,,['Thing']
Bookkeeping,,"Bookkeeping is the recording of financial transactions, and is part of the process of accounting in business and other organizations. It involves preparing source documents for all transactions, operations, and other events of a business. Transactions include purchases, sales, receipts and payments by an individual person or an organization/corporation. There are several standard methods of bookkeeping, including the single-entry and double-entry bookkeeping systems.",https://en.wikipedia.org/wiki/Bookkeeping,,['Thing']
Dolly Parton,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH8KpQkEJomaRi7Nm0cGVCSxshanC7CaAG0kn3s68keKdRnI_j,"Dolly Rebecca Parton is an American singer-songwriter, actress, and philanthropist, known primarily for her decades-long career in country music.",https://en.wikipedia.org/wiki/Dolly_Parton,American singer-songwriter and actress,"['Thing', 'Person']"
Bookend,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSib2geLMjeAzrmI3Xb7aAg3RcrNmypkGUpbLYMstC0fvixdvW8,"A bookend is an object tall, sturdy, and heavy enough that is placed at either end of a row of upright books to support or buttress them.",https://en.wikipedia.org/wiki/Bookend,,['Thing']
Bookmark,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRe6_hG4fQqEuj2D_dJXzPhiHsIbokav4l2oRVOHbjDWmtat44V,"In the context of the World Wide Web, a bookmark is a Uniform Resource Identifier that is stored for later retrieval in any of various storage formats. All modern web browsers include bookmark features.",https://en.wikipedia.org/wiki/Bookmark_(digital),,['Thing']
Coloring book,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSuaWG0az-uW6Du3zpJqkZmL9iPo_MkR5fA-TP7xEx84FmdGTKP,"A coloring book is a type of book containing line art to which people are intended to add color using crayons, colored pencils, marker pens, paint or other artistic media. Traditional coloring books and coloring pages are printed on paper or card.",https://en.wikipedia.org/wiki/Coloring_book,,['Thing']
MacBook,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSyhjoRhg49Mx54_g8PISDvn-uYAmM929C-ECOTMMndqFmBqgdP,MacBook is a brand of Mac notebook computers designed and marketed by Apple Inc. that use Apple's macOS operating system since 2006.,https://en.wikipedia.org/wiki/MacBook,Laptop,"['ProductModel', 'Thing']"
Electronic grade book,,"An electronic grade book is a teacher's online record of their students' lessons, assignments, progress, and grades. An electronic grade book interfaces with a student information system which houses a school district's student records including grades, attendance medical records, transcripts, student schedules, and other data.",https://en.wikipedia.org/wiki/Electronic_grade_book,,['Thing']
Ledger,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT_F97a8EsbdE_vwsDlnfRU8qP7oE_5ee2c-xnSRAcVt4MyvApo,"A ledger is a book or collection of accounts in which accounting transactions are recorded. Each account has:
an opening or brought-forward balance;
a list of transactions, each recorded as either a debit or credit in separate columns
and an ending or closing, or carry-forward, balance.",https://en.wikipedia.org/wiki/Ledger,,['Thing']
Booklice,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjM2eWHeQOvkL-wYSlhJBHOGA61Z4uN3ZXUHPFn6GDm__tfHlG,"Psocoptera are a paraphyletic group of insects that are commonly known as booklice, barklice or barkflies. The name Psocoptera has been replaced with Psocodea in recent literature, with the inclusion of the former order Phthiraptera into Psocodea.",https://en.wikipedia.org/wiki/Psocoptera,Insect,['Thing']
Computer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9rVx5q9iFKeXsU58M9sqbto7sYVblNmldMAjxjrWlM39TBOj8,A computer is a machine that can be programmed to carry out sequences of arithmetic or logical operations automatically. Modern digital electronic computers can perform generic sets of operations known as programs.,https://en.wikipedia.org/wiki/Computer,,['Thing']
Apple,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTMHrvLPmr_8yVjoTYsyxhRGtPMcA90bcJl9_RehtJU0tr64KNR,"Apple Inc. is an American multinational technology company headquartered in Cupertino, California, in Silicon Valley. It designs, develops, and sells consumer electronics, computer software, and online services.",https://en.wikipedia.org/wiki/Apple_Inc.,Technology company,"['Corporation', 'Thing', 'Organization']"
Epic Games,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR-6KufUFyGAfhIineNJx7AkhoKmziV6NsiWaCCeGn3k2mZixge,"Epic Games, Inc. is an American video game and software developer and publisher based in Cary, North Carolina. The company was founded by Tim Sweeney as Potomac Computer Systems in 1991, originally located in his parents' house in Potomac, Maryland.",https://en.wikipedia.org/wiki/Epic_Games,Video game company,"['Corporation', 'Thing', 'Organization']"
Computershare,,"Computershare Limited is an Australian stock transfer company that provides corporate trust, stock transfer, and employee share plan services in many countries.",https://en.wikipedia.org/wiki/Computershare,Financial company,"['Corporation', 'Thing', 'Organization']"
Computer keyboard,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLyZyMX2jk9nBLl5Z1mzpenOQe6In0GvwdnqeUYQhAWWCszz8v,A computer keyboard is a peripheral input device modeled after the typewriter keyboard which uses an arrangement of buttons or keys to act as mechanical levers or electronic switches.,https://en.wikipedia.org/wiki/Computer_keyboard,Peripheral,"['Product', 'Thing']"
Laptop,,"A laptop computer or notebook computer, also known as a laptop or notebook, is a small, portable personal computer. Laptops typically have a clamshell form factor with a flat panel screen on the inside of the upper lid and an alphanumeric keyboard and pointing device on the inside of the lower lid, although 2-in-1 PCs with a detachable keyboard are often marketed as laptops or as having a ""laptop mode"".",https://en.wikipedia.org/wiki/Laptop,,['Thing']
Computer monitor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTjU29F9eJAXGaF4z104lP4Gt5atdRxyTYgeLYqVnRAHSUTvB23,"A computer monitor is an output device that displays information in pictorial or textual form. A discrete monitor comprises a visual display, support electronics, power supply, housing, electrical connectors, and external user controls.",https://en.wikipedia.org/wiki/Computer_monitor,,['Thing']
Tablet computer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRgk-pf_9hFcfRUbAt_-XNPBWQhy0G1BVUfJutQAbkMtl32yM5Q,"A tablet computer, commonly shortened to tablet, is a mobile device, typically with a mobile operating system and touchscreen display processing circuitry, and a rechargeable battery in a single, thin and flat package.",https://en.wikipedia.org/wiki/Tablet_computer,,['Thing']
Gaming computer,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSNaWqm9v5gwt3uDH84VcNa6eys5BKTB8-W6CUXIdCIS5u9rYMl,"A gaming computer, also known as a gaming PC, is a specialized personal computer designed for playing PC games at high standards.",https://en.wikipedia.org/wiki/Gaming_computer,Computer,"['Product', 'Thing']"
Smartwatch,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTvVrTbrIBeLzrX41LJsuSx6nkpflzvAkJE6jYTuGKqizTtrFe,"A smartwatch is a wearable computer in the form of a watch; modern smartwatches provide a local touchscreen interface for daily use, while an associated smartphone app provides management and telemetry, such as long-term biomonitoring.",https://en.wikipedia.org/wiki/Smartwatch,,['Thing']
